110000,0.0000008460,3652.0000000000,0.0000005480,3924.0000000000
120000,0.0000010150,3924.0000000000,0.0000019490,3924.0000000000
130000,0.0000022330,3924.0000000000,0.0000002870,3924.0000000000
140000,0.0000015150,4188.0000000000,0.0000004220,4188.0000000000
150000,0.0000002770,4716.0000000000,0.0000011920,4200.0000000000
160000,0.0000003890,4200.0000000000,0.0000004390,4200.0000000000
170000,0.0000002270,4200.0000000000,0.0000018580,4200.0000000000
180000,0.0000003240,4200.0000000000,0.0000013960,4200.0000000000
190000,0.0000008870,4988.0000000000,0.0000012620,4356.0000000000
200000,0.0000021580,4356.0000000000,0.0000003760,4356.0000000000
210000,0.0000016810,4356.0000000000,0.0000018980,4356.0000000000
220000,0.0000021770,4356.0000000000,0.0000006430,4356.0000000000
230000,0.0000002700,5144.0000000000,0.0000019190,4512.0000000000
240000,0.0000016750,4512.0000000000,0.0000004940,4512.0000000000
250000,0.0000007500,4512.0000000000,0.0000004150,4512.0000000000
260000,0.0000011690,4512.0000000000,0.0000016050,4512.0000000000
270000,0.0000016690,5564.0000000000,0.0000011380,4668.0000000000
280000,0.0000010210,4668.0000000000,0.0000010780,4668.0000000000
290000,0.0000006800,4668.0000000000,0.0000004620,4668.0000000000
300000,0.0000015590,4668.0000000000,0.0000007540,4668.0000000000
310000,0.0000010820,5984.0000000000,0.0000011120,4824.0000000000
320000,0.0000012120,4824.0000000000,0.0000010970,4824.0000000000
330000,0.0000016150,4824.0000000000,0.0000008860,4824.0000000000
340000,0.0000008230,4824.0000000000,0.0000012170,4824.0000000000
350000,0.0000015890,6140.0000000000,0.0000010830,4980.0000000000
360000,0.0000023070,4980.0000000000,0.0000018860,4980.0000000000
370000,0.0000032330,4980.0000000000,0.0000017990,4980.0000000000
380000,0.0000005350,4980.0000000000,0.0000004790,4980.0000000000
390000,0.0000012800,6560.0000000000,0.0000015130,5136.0000000000
400000,0.0000022670,5136.0000000000,0.0000013710,5136.0000000000
410000,0.0000060670,5136.0000000000,0.0000004940,5136.0000000000
420000,0.0000150970,5136.0000000000,0.0000020480,5136.0000000000
430000,0.0000017610,6716.0000000000,0.0000017980,5292.0000000000
440000,0.0000139210,5292.0000000000,0.0000005920,5292.0000000000
450000,0.0000019280,5292.0000000000,0.0000013310,5292.0000000000
460000,0.0000016970,5292.0000000000,0.0000012200,5292.0000000000
470000,0.0000031150,7136.0000000000,0.0000004510,5452.0000000000
480000,0.0000030900,5452.0000000000,0.0000006400,5452.0000000000
490000,0.0000039780,5452.0000000000,0.0000018450,5452.0000000000
500000,0.0000019620,5452.0000000000,0.0000019830,5452.0000000000
510000,0.0000173370,7560.0000000000,0.0000009970,5608.0000000000
520000,0.0000013940,5608.0000000000,0.0000011450,5608.0000000000
530000,0.0000026430,5608.0000000000,0.0000016680,5608.0000000000
540000,0.0000043390,5608.0000000000,0.0000025180,5608.0000000000
550000,0.0000094980,7716.0000000000,0.0000021190,5764.0000000000
560000,0.0000090850,5764.0000000000,0.0000018530,5764.0000000000
